HORSE,SIDE,TREAT,DATE,STUDY.DAY,STUDY.DAY.TARGET,TEST.TYPE,PARAMETER,MEASURE.NUM,UNIT,VALUE,EXTRA.INFO
2,left,0,4/19/13,-3,0,algometry,algometry.1,1,kg,9.6,
2,left,0,4/19/13,-3,0,algometry,algometry.1,2,kg,10,
2,right,1,4/19/13,-3,0,algometry,algometry.1,1,kg,7,
2,right,1,4/19/13,-3,0,algometry,algometry.1,2,kg,6.2,
2,left,0,4/19/13,-3,0,algometry,algometry.2,1,kg,12,
2,left,0,4/19/13,-3,0,algometry,algometry.2,2,kg,11.6,
2,right,1,4/19/13,-3,0,algometry,algometry.2,1,kg,12,
2,right,1,4/19/13,-3,0,algometry,algometry.2,2,kg,12,
2,left,0,4/19/13,-3,0,algometry,algometry.3,1,kg,10.2,
2,left,0,4/19/13,-3,0,algometry,algometry.3,2,kg,12,
2,right,1,4/19/13,-3,0,algometry,algometry.3,1,kg,12,
2,right,1,4/19/13,-3,0,algometry,algometry.3,2,kg,12,
2,left,0,4/19/13,-3,0,algometry,algometry.4,1,kg,9.6,
2,left,0,4/19/13,-3,0,algometry,algometry.4,2,kg,5.8,
2,right,1,4/19/13,-3,0,algometry,algometry.4,1,kg,9.8,
2,right,1,4/19/13,-3,0,algometry,algometry.4,2,kg,7.4
2,left,0,4/19/13,-3,0,algometry,algometry.5,1,kg,12
2,left,0,4/19/13,-3,0,algometry,algometry.5,2,kg,12
2,right,1,4/19/13,-3,0,algometry,algometry.5,1,kg,12
2,right,1,4/19/13,-3,0,algometry,algometry.5,2,kg,12
2,left,0,4/19/13,-3,0,algometry,algometry.6,1,kg,8.2
2,left,0,4/19/13,-3,0,algometry,algometry.6,2,kg,8.6
2,right,1,4/19/13,-3,0,algometry,algometry.6,1,kg,12
2,right,1,4/19/13,-3,0,algometry,algometry.6,2,kg,12
2,left,0,4/19/13,-3,0,algometry,algometry.7,1,kg,12
2,left,0,4/19/13,-3,0,algometry,algometry.7,2,kg,11.2
2,right,1,4/19/13,-3,0,algometry,algometry.7,1,kg,10
2,right,1,4/19/13,-3,0,algometry,algometry.7,2,kg,7.6
2,left,0,4/24/13,2,2,algometry,algometry.1,1,kg,12
2,left,0,4/24/13,2,2,algometry,algometry.1,2,kg,8.4
2,right,1,4/24/13,2,2,algometry,algometry.1,1,kg,10.6
2,right,1,4/24/13,2,2,algometry,algometry.1,2,kg,6.8
2,left,0,4/24/13,2,2,algometry,algometry.2,1,kg,10.2
2,left,0,4/24/13,2,2,algometry,algometry.2,2,kg,7.8
2,right,1,4/24/13,2,2,algometry,algometry.2,1,kg,12
2,right,1,4/24/13,2,2,algometry,algometry.2,2,kg,8
2,left,0,4/24/13,2,2,algometry,algometry.3,1,kg,12
2,left,0,4/24/13,2,2,algometry,algometry.3,2,kg,12
2,right,1,4/24/13,2,2,algometry,algometry.3,1,kg,11.6
2,right,1,4/24/13,2,2,algometry,algometry.3,2,kg,9
2,left,0,4/24/13,2,2,algometry,algometry.4,1,kg,8.2
2,left,0,4/24/13,2,2,algometry,algometry.4,2,kg,6.4
2,right,1,4/24/13,2,2,algometry,algometry.4,1,kg,7
2,right,1,4/24/13,2,2,algometry,algometry.4,2,kg,5.2
2,left,0,4/24/13,2,2,algometry,algometry.5,1,kg,12
2,left,0,4/24/13,2,2,algometry,algometry.5,2,kg,5.8
2,right,1,4/24/13,2,2,algometry,algometry.5,1,kg,12
2,right,1,4/24/13,2,2,algometry,algometry.5,2,kg,12
2,left,0,4/24/13,2,2,algometry,algometry.6,1,kg,10.4
2,left,0,4/24/13,2,2,algometry,algometry.6,2,kg,8.8
2,right,1,4/24/13,2,2,algometry,algometry.6,1,kg,7
2,right,1,4/24/13,2,2,algometry,algometry.6,2,kg,10.8
2,left,0,4/24/13,2,2,algometry,algometry.7,1,kg,12
2,left,0,4/24/13,2,2,algometry,algometry.7,2,kg,12
2,right,1,4/24/13,2,2,algometry,algometry.7,1,kg,10.4
2,right,1,4/24/13,2,2,algometry,algometry.7,2,kg,11.8
2,left,0,4/26/13,4,4,algometry,algometry.1,1,kg,7
2,left,0,4/26/13,4,4,algometry,algometry.1,2,kg,6.6
2,right,1,4/26/13,4,4,algometry,algometry.1,1,kg,6.2
2,right,1,4/26/13,4,4,algometry,algometry.1,2,kg,8
2,left,0,4/26/13,4,4,algometry,algometry.2,1,kg,12
2,left,0,4/26/13,4,4,algometry,algometry.2,2,kg,12
2,right,1,4/26/13,4,4,algometry,algometry.2,1,kg,12
2,right,1,4/26/13,4,4,algometry,algometry.2,2,kg,12
2,left,0,4/26/13,4,4,algometry,algometry.3,1,kg,10.8
2,left,0,4/26/13,4,4,algometry,algometry.3,2,kg,7.8
